locations,latitude,longitude,country
"Unionville, Virginia",38.2598551,-77.96833070000002,United States of America
"Cary, North Carolina",35.78830460000001,-78.7811964,United States of America
"Buffalo, New York",42.8867166,-78.87839220000002,United States of America
"Reigate, Surrey",51.237387,-0.20594920000000005,United Kingdom
"Norris , Tennessee",36.1956343,-84.06797399999998,United States of America
"Brixton, Greater London",51.4568044,-0.11679589999999998,United Kingdom
"Great Shefford, Berkshire",51.4760456,-1.4465484,United Kingdom
"Hartlepool, Durham",54.68572760000001,-1.2093696000000005,United Kingdom
"Lafayette, Colorado",40.0024435,-105.10957997730036,United States of America
"Monroe, Wisconsin",42.6018298,-89.6392396,United States of America
"Orleans , Ontario",45.481032299999995,-75.5100002,Canada
"Greiz, Thuringia",50.7783814,12.076353300000001,Germany
"Laramie, Wyoming",41.311367,-105.591101,United States of America
"Ham, Gloucestershire",51.682502299999996,-2.4650342,United Kingdom
"Park City, Utah",40.646063500000004,-111.4979741,United States of America
"Rochester, New York",43.157284999999995,-77.615214,United States of America
"Butler, Pennsylvania",40.8610205,-79.89522509999998,United States of America
"Mifflinburg, Pennsylvania",40.917582,-77.04775009999999,United States of America
"Washington DC, Washington DC",38.8949855,-77.03657079999998,United States of America
"Saanich, British Columbia",48.4594315,-123.3764946,Canada
"Thomas, West Virginia",39.1491974,-79.49797209999998,United States of America
"Burnaby, British Columbia",49.2433804,-122.9725459,Canada
"Zwickau, Saxony",,12.4939267,
"Rudgwick, West Sussex",51.09002720000001,-0.4491403000000001,United Kingdom
"Stellenbosch, South Africa",-33.934444,18.869167,South Africa
"Nennslingen, Bavaria",49.0477208,11.131561300000001,Germany
"Framfield, East Sussex",50.964318799999994,0.1322,United Kingdom
"Pilsting-Großköllnbach, Bavaria",48.6813342,12.6060611,Germany
"Walden, New York",41.56120479999999,-74.18848059999998,United States of America
"Hannover, Lower Saxony",52.374477899999995,9.738553199999998,Germany
"Flemington, New Jersey",40.50798155,-74.86064661501618,United States of America
"Madison, North Carolina",35.848203399999996,-82.6931063,United States of America
"Kreuzberg, Berlin",52.4976443,13.411914000000001,Germany
"Omaha, Nebraska",41.258745899999994,-95.93837579999999,United States of America
"Monument, Colorado",39.06775465,-104.86175880732664,United States of America
"Sturgeon Bay, Wisconsin",44.8341639,-87.377042,United States of America
"Ruckersville, Virginia",38.2331873,-78.369175,United States of America
"Gotha, Thuringia",50.9462725,10.6945265,Germany
"Port Alberni, British Columbia",49.2343668,-124.8056517,Canada
"Bellingham, Washington",48.754401200000004,-122.47883610000001,United States of America
"Windsor, California",38.54713270000001,-122.81638020000001,United States of America
"Herne Hill, Greater London",51.4534691,-0.1022835,United Kingdom
"Deal, Kent",51.223923799999994,1.4028653,United Kingdom
"Jever, Lower Saxony",53.5736426,7.9020696,Germany
"New Wilmington, Pennsylvania",41.1222812,-80.3328428,United States of America
"Hohenfinow, Brandenburg",52.8115296,13.924022899999999,Germany
"Sierre, Switzerland",46.29225220000001,7.5323195000000025,Switzerland
"Delray Beach, Florida",26.4614625,-80.07282009999999,United States of America
"Chemnitz, Saxony",50.83226079999999,12.9252977,Germany
"Leinfelden-Echterdingen, Baden-Württemberg",48.6901796,9.1525725,Germany
"Islamorada , Florida",24.9242995,-80.62784040000003,United States of America
"Bossier City, Louisiana",32.5369356,-93.6952689,United States of America
"Vaughan, Ontario",43.7941544,-79.52680229999999,Canada
"Ardwick, Greater Manchester",53.4676745,-2.2160104,United Kingdom
"Essingen, Baden-Württemberg",48.81096270000001,10.0287876,Germany
"Banjul, Gambia",13.44134645,-16.562471332101786,The Gambia
"Sebastopol, California",38.3845125,-122.83325015837441,United States of America
"Droxford, Hampshire",50.95555255,-1.147026899597302,United Kingdom
"Doral, Florida",25.818472500000002,-80.35396791309786,United States of America
"Priors Frome, Herefordshire",52.0483385,-2.6192914000000003,United Kingdom
"Vieux Fort, St Lucia",13.77296925,,
"Monrovia, California",,-118.0014517,
"Sarajevo, Bosnia and Herzegovina",43.851977399999996,18.386686800000003,Bosnia and Herzegovina
"Tottenham, Greater London",51.5976955,-0.0672892,United Kingdom
"Fernandina Beach, Florida",30.66968180000001,-81.4625919,United States of America
"Pittsburgh                      , Pennsylvania",40.4416941,-79.99008609999998,United States of America
"Windsor, Berkshire",51.4814958,-0.6133183000000001,United Kingdom
"Birmingham, Hall Green, West Midlands",,,
"Malton, North Yorkshire",54.1349419,-0.7965915,United Kingdom
"Pacific City, Oregon",,-123.96351489999999,
"Marietta, Georgia",,-84.54961479999999,
"Mriehel, Malta",35.89020834999999,14.466630033801625,Malta
"Clarksville, Tennessee",36.5277607,-87.35887029999998,United States of America
"Herrngiersdorf, Bavaria",48.7895773,12.0676918,Germany
"Holmfirth, West Yorkshire",53.570351699999996,-1.7870301,United Kingdom
"Trento, Italy",46.0664228,11.125760099999999,Italy
"Pulborough, West Sussex",50.9575636,-0.5097654,United Kingdom
"Ross On Wye, Herefordshire",51.9140804,-2.5838357000000003,United Kingdom
"Steinsfeld-Reichelshofen, Bavaria",,,
"Saint-Germain-de-Kamouraska, Quebec",47.589031,-69.798203,Canada
"Saanichton, British Columbia",48.5972157,-123.41821509117777,Canada
"Bernkastel-Kues, Rhineland-Palatinate",49.9157398,7.070818099999999,Germany
"Aldwych, Greater London",51.513103,-0.1149205,United Kingdom
"Wernigerode, Saxony-Anhalt",51.834417200000004,10.7862526,Germany
"Buellton, California",34.6134727,-120.1936692,United States of America
"St. John     , New Brunswick",45.278752000000004,-66.058044,Canada
"Ealing, Greater London",51.5126553,-0.3051952,United Kingdom
"Birkenhead, Merseyside",53.3943509,-3.0191569,United Kingdom
"Lewes, East Sussex",50.8746139,0.005115324110936268,United Kingdom
"Ellicott City, Maryland",39.2673284,-76.7983067,United States of America
"Augsburg, Bavaria",48.3668041,10.8986971,Germany
"La Vista, Nebraska",41.1832679,-96.0324044,United States of America
"Brindley Ford, Staffordshire",,,
"Paderborn, North Rhine-Westphalia",51.71895955,,
"Kaunas, Lithuania",54.898213899999995,,
"Bodenwöhr, Bavaria",49.2704938,12.3043167,Germany
"Mariembourg, Belgium",50.0941307,4.5233186,Belgium
"Banmai, Mueang, Pathum Thani Province, Thailand",,,
"Tallahassee, Florida",30.4380832,-84.2809332,United States of America
"Koprivnica, Croatia",46.162944,16.8319162,Croatia
"Peterborough, Cambridgeshire",52.572576899999994,-0.24273360000000002,United Kingdom
"Burton-on-Trent, Staffordshire",52.802742,-1.629917,United Kingdom
"Rock, Cornwall",50.5446768,-4.9118108,United Kingdom
"Axminster, Devon",50.7820966,-2.9979915,United Kingdom
"Heidesheim am Rhein, Rhineland-Palatinate",50.0016706,8.121054329694335,Germany
"Wichita, Kansas",37.6922361,-97.3375448,United States of America
"Murau, Austria",47.11958265,14.225504559328828,Austria
"Franklin, West Virginia",38.642894500000004,-79.3311531,United States of America
"Providence, Rhode Island",41.8239891,-71.4128343,United States of America
"Sai Yai, Sai Noi amp., Nonthaburi prov., Thailand",,,
"Woodinville, Washington",47.75458270000001,-122.1588902,United States of America
"Lindley, West Yorkshire",53.6622559,-1.8236688,United Kingdom
"Halle/Saale, Saxony-Anhalt",51.4825041,11.970545199999998,Germany
"Villach, Austria",46.6167284,13.850026800000002,Austria
"Berlin-Wedding, Berlin",52.54278660000001,13.366999599999998,Germany
"Maracaibo , Venezuela",10.6499149,-71.6396282,Venezuela
"San Leandro, California",37.7249296,-122.1560768,United States of America
"Eggolsheim-Weigelshofen, Bavaria",,,
"Itzgrund-Kaltenbrunn, Bavaria",50.1240708,10.877682,Germany
"Riedenburg/Altmühltal, Bavaria",,,
"Ulm, Baden-Württemberg",48.397400299999994,9.9934336,Germany
"Somerdale, New Jersey",39.8440027,-75.0226691,United States of America
"Basseterre, St Kitts",17.2960919,-62.722301,Saint Kitts and Nevis
"Much Hadham, Hertfordshire",51.8553921,0.0731413,United Kingdom
"Nassau, Bahamas",25.078345600000002,-77.33833309999999,Bahamas
"Remscheid, North Rhine-Westphalia",51.1798706,7.194354400000001,Germany
"Devizes, Wiltshire",51.3525027,-1.9958301999999999,United Kingdom
"Creekside RPO Airdrie, Alberta",,,
"Vinh Phu, Thuan An, Binh Duong Province, Vietnam",,,
"Saint-Gédéon, Quebec",48.4934638,-71.7757803,Canada
"Inkofen, Bavaria",48.8394251,12.2486811,Germany
"Papeete, Tahiti, French Polynesia",,,
"Milton Keynes , Buckinghamshire",52.042979700000004,-0.7589607,United Kingdom
"Lauf-Neunhof, Bavaria",49.55513970000001,,
"Ebensfeld, Bavaria",50.0661561,10.958556100000001,Germany
"Wigan, Greater Manchester",53.545718799999996,-2.6264624,United Kingdom
"Hamburg, New York",42.716293,-78.828717,United States of America
"Milton Keynes, Buckinghamshire",52.042979700000004,-0.7589607,United Kingdom
"Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,Germany
"Newton Aycliffe, Durham",54.6218534,-1.5663624,United Kingdom
"Rockwall, Texas",32.8923464,-96.4066987,United States of America
", Ontario",50.000678,-86.000977,Canada
"Saskatoon, Saskatchewan",52.131802,-106.66076699999999,Canada
"Stevens Point, Wisconsin",44.5229223,-89.574111,United States of America
"Ludwigslust, Mecklenburg-Vorpommern",53.330022899999996,11.4993644,Germany
"Honeoye Falls, New York",42.952285499999995,-77.59027590000002,United States of America
"Mora, Sweden",61.0082091,14.543133300000001,Sweden
"High Point, North Carolina",35.9556924,-80.0053176,United States of America
"Hanover, Pennsylvania",39.80632470000001,-76.9842735,United States of America
"Heidenheim, Baden-Württemberg",48.6767637,10.152923,Germany
"Frontenhausen, Bavaria",48.54620560000001,12.525329800000002,Germany
"Priesendorf, Bavaria",49.9082567,10.7110545,Germany
"Hof, Bavaria",50.3219015,11.917880699999998,Germany
"Korschenbroich, North Rhine-Westphalia",51.1902651,6.5143539000000015,Germany
"Sion, Switzerland",46.23021515,7.3637051847832025,Switzerland
"Missen, Bavaria",47.597119299999996,10.1256424,Germany
"Sandown, Isle Of Wight",50.66133060000001,-1.150346505454647,United Kingdom
"Cham-Loifling, Bavaria",,,
"Kensington, Greater London",51.4989948,-0.1991229,United Kingdom
"Leipzig, Saxony",51.3406321,12.3747329,Germany
"Pedavena (BL), Italy",46.03962420000001,11.880432699999998,Italy
"Miltenberg, Bavaria",49.701758399999996,9.255971800000001,Germany
"Long Melford, Suffolk",52.071560299999994,0.7153823,United Kingdom
"Heimenkirch , Bavaria",47.6283377,9.9102676,Germany
"Silly, Belgium",50.6484543,3.9235921,Belgium
"Exeter, New Hampshire",42.98147700000001,-70.9478343,United States of America
"Broadstairs, Kent",51.3586758,1.4407855,United Kingdom
"Boxborough, Massachusetts",42.4934474,-71.51410440000002,United States of America
"Baysville, Ontario",45.14975620000001,-79.11513520000003,Canada
"Lagos, Nigeria",6.4550575,3.3941795,Nigeria
"Covington, Kentucky",39.083622399999996,-84.508371,United States of America
"Minden, Ontario",44.9254436,-78.72493,Canada
"Sherman, Texas",36.2452294,-101.8858689,United States of America
"Torgau, Saxony",51.55812720000001,13.0046538,Germany
"North Heath, West Sussex",50.99308795,-0.08935408264218406,United Kingdom
"Lich, Hesse",50.520168299999995,8.8165535,Germany
"Griffith, Indiana",41.534507,-87.42553050000002,United States of America
"Norton Madeville, Essex",,,
"Giza, Egypt",30.0170039,31.213450800000004,Egypt
"Maple Ridge, British Columbia",49.219734499999994,-122.5997078,Canada
"Nesselwang, Bavaria",47.621888500000004,10.5003482,Germany
"Waldhaus, Baden-Württemberg",49.4832123,9.6144956,Germany
"Youngstown , Ohio",41.1035786,-80.6520161,United States of America
"Poncha Springs, Colorado",38.51277520000001,-106.07723840000001,United States of America
"Hook Norton, Oxfordshire",51.9939848,-1.4822643999999998,United Kingdom
"Gessertshausen, Bavaria",48.329698,10.7309645,Germany
"Hackney Wick, Greater London",51.543433,-0.024083900000000002,United Kingdom
"Leigh on Sea , Essex",51.5576986,0.6574595,United Kingdom
"Konstanz, Baden-Württemberg",47.659216,9.175071800000001,Germany
"Langley, British Columbia",49.10647185000001,-122.55013115681473,Canada
"Idaho Springs, Colorado",39.71619174999999,-105.57441210321262,United States of America
"Neuler, Baden-Württemberg",48.9278463,10.0688239,Germany
"Freistadt, Austria",48.5112961,14.504756599999999,Austria
"Evans City, Pennsylvania",40.769232099999996,-80.062838,United States of America
"Oviedo, Florida",28.65939250000001,-81.20469046496676,United States of America
"Furth im Wald, Bavaria",49.308165,12.8452877,Germany
"Redmond, Oregon",44.2726203,-121.17392120000001,United States of America
"Shelburne, Vermont",44.3783486,-73.2276183,United States of America
"Westbank, British Columbia",49.8309376,-119.62888999999998,Canada
"Greenville, North Carolina",35.612660999999996,-77.3663538,United States of America
"Calgary , Alberta",51.0534234,-114.0625892,Canada
"Great Staughton, Cambridgeshire",52.2685602,-0.3444957,United Kingdom
"Guayaquil, Ecuador",-2.1899066,-79.887726,Ecuador
"Wacken, Schleswig-Holstein",54.0216836,9.376705000000001,Germany
"Tatamagouche, Nova Scotia",45.710935299999996,-63.2879017,Canada
"Berg, Bavaria",48.9467562,11.4038717,Germany
"Lemesos, Cyprus",34.6852901,33.0332657,Cyprus
"Bridgewater Corners, Vermont",43.5884026,-72.6559308,United States of America
"Haltern am See, North Rhine-Westphalia",51.7430516,7.187221000000001,Germany
"Reichenau, Baden-Württemberg",47.69563725,9.059202239614569,Germany
"Brenham, Texas",30.166882799999996,-96.3977442,United States of America
"Niederwallmenach, Rhineland-Palatinate",50.16450310000001,7.811772200000001,Germany
"Wake Forest, North Carolina",35.9803138,-78.5103731,United States of America
"Kernersville, North Carolina",36.1198589,-80.07365329999998,United States of America
"Niagara On The Lake, Ontario",,-79.07232640000002,
"Köln, North Rhine-Westphalia",50.938361,6.959974000000001,Germany
"Ludwigshafen-Oggersheim, Rhineland-Palatinate",49.48815555,8.372524353895159,Germany
"Wichita Falls, Texas",33.91370850000001,-98.49338730000001,United States of America
"Potosi, Wisconsin",42.6895651,-90.7122426,United States of America
"Akureyri, Iceland",65.63584850000001,-18.212309034723816,Iceland
"Columbus, Georgia",32.4609764,-84.9877094,United States of America
"Redwood City, California",37.4863239,-122.2325233,United States of America
"Tongham, Surrey",51.234842,-0.7312608,United Kingdom
"Williams, Arizona",35.25033939999999,-112.1869481,United States of America
"Grande Prairie, Alberta",55.17108,-118.79498729999999,Canada
"Folsom, California",38.6779591,-121.17605829999998,United States of America
"Chipping Campden, Gloucestershire",52.0496652,-1.7813927,United Kingdom
"Bourton-on-the-Water , Gloucestershire",51.884072499999995,-1.7573118000000003,United Kingdom
"Ehingen, Baden-Württemberg",48.2828519,9.7262175,Germany
"Rožňava, Slovakia",48.6936373,20.571124211008406,Slovakia
"Clackamas, Oregon",45.41038870000001,-122.56606629999999,United States of America
"Salem, Oregon",44.9391565,-123.033121,United States of America
"Nunhead, Greater London",51.4615309,-0.05350560000000002,United Kingdom
"Witten-Heven, North Rhine-Westphalia",51.4403909,7.3085535,Germany
"Lake Leelanau, Michigan",44.980832,-85.715085,United States of America
"Swindon, Wiltshire",51.5613683,-1.7856853,United Kingdom
"Tbilisi, Georgia",41.6934591,44.8014495,Georgia
"Neustadt, Schleswig-Holstein",54.102989799999996,10.818673800000001,Germany
"Dorchester, Dorset",50.711677200000004,-2.4422170980612727,United Kingdom
"Wilkes-Barre, Pennsylvania",41.2464824,-75.8817316,United States of America
"Bonnerdale, Arkansas",34.384816,-93.38185209999999,United States of America
", Venezuela",8.0018709,-66.1109318,Venezuela
"Berlin, Pennsylvania",39.9206363,-78.9578022,United States of America
"Kassel, Hesse",51.3154546,9.492409599999998,Germany
"Koblenz, Rhineland-Palatinate",50.3533278,7.5943951,Germany
"Constanta, Romania",44.1767161,28.6507598,Romania
"Bubenreuth, Bavaria",49.627700299999994,11.0143385,Germany
"Winchester, Hampshire",51.0612766,-1.3131692,United Kingdom
"Frankfurt an der Oder, Brandenburg",,,
-1.7,48.780313299999996,10.0397257,Germany
-1.9,49.0241685,9.028336999999999,Germany
+1.6,48.7181821,9.989251300000001,Germany
-2.5,50.814444,14.361804999999999,Czech Republic
-1.6,48.7181821,9.989251300000001,Germany
+1.8,48.7809811,10.0370255,Germany
+2.4,,9.9912375,
-1.5,52.58367979999999,13.276598499999999,Germany
-2,-23.6041314,-69.0842783,Chile
-2.3,51.25430275,7.1487206323003925,Germany
+2.1,33.8144883,130.8904622,Japan
+2.5,50.814444,14.361804999999999,Czech Republic
-2.1,33.8144883,130.8904622,Japan
-2.6,48.7334019,9.9731123,Germany
-1.8,48.7809811,10.0370255,Germany
-2.4,48.8005105,9.9912375,Germany
+1.5,52.58367979999999,13.276598499999999,Germany
+3.4,48.8036124,9.719431599999998,Germany
+3.8,48.7421776,9.914622099999999,Germany
-2.7,48.5845713,9.2614049,Germany
-1.4,48.7803566,10.056559,Germany
+1.7,48.780313299999996,10.0397257,Germany
-2.2,48.7932811,9.967117,Germany
+2,-23.6041314,,
+1.9,49.0241685,9.028336999999999,Germany
+2.3,51.25430275,7.1487206323003925,Germany
+2.2,48.7932811,9.967117,Germany
+3.3,48.768121,10.0143983,Germany
+3,33.8333136,-4.8556382000000005,Morocco
-2.9,54.680930000000004,9.993310000000001,Germany
-2.8,54.379169999999995,10.98219,Germany
+3.1,35.53896070000001,139.5363687,Japan
+1.3,51.507686299999996,-0.1266808,United Kingdom
+2.6,48.7334019,9.9731123,Germany
+3.9,48.742840799999996,9.9107448,Germany
+1.1,54.37740329999999,13.1184383,Germany
+3.5,54.47508000000001,9.85436,Germany
-3,33.8333136,-4.8556382000000005,Morocco
+2.9,54.680930000000004,9.993310000000001,Germany
+4.7,50.802944000000004,14.317388000000001,Czech Republic
+3.6,48.7404262,9.9244701,Germany
-1.3,51.507686299999996,-0.1266808,United Kingdom
-3.1,35.53896070000001,139.5363687,Japan
+2.8,54.379169999999995,10.98219,Germany
+3.2,35.6601647,139.4932385,Japan
+3.7,48.7413979,9.9203204,Germany
+1.4,48.7803566,10.056559,Germany
+1.2,48.960138,2.3672727488694,France
+2.7,48.5845713,9.2614049,Germany
-3.2,35.6601647,139.4932385,Japan
-3.4,48.8036124,9.719431599999998,Germany
-3.9,48.742840799999996,9.9107448,Germany
-3.3,48.768121,10.0143983,Germany
-3.7,48.7413979,9.9203204,Germany
"Westerham, Kent",51.25681715,0.07303181295111258,United Kingdom
"Eppingen, Baden-Württemberg",49.1373277,8.9084374,Germany
"Plumpton Green, East Sussex",50.9352224,-0.060611800000000014,United Kingdom
"Deinze-Gottem, Belgium",50.9491288,3.4462519,Belgium
"Kailua Kona, Hawaii",19.641941,-155.996933,United States of America
"Bad Schussenried, Baden-Württemberg",48.0047363,9.656109800000001,Germany
"Brill, Buckinghamshire",51.818824799999994,-1.0494807,United Kingdom
"Wiveliscombe, Somerset",51.042145,-3.3100475,United Kingdom
"Mammoth Lakes, California",37.6432525,-118.96685090000001,United States of America
"Nashville, Tennessee",36.1622296,-86.7743531,United States of America
"Pawtucket, Rhode Island",41.878710999999996,-71.38255579999998,United States of America
"Leeds, North Yorkshire",53.797418500000006,-1.5437941000000002,United Kingdom
"Elizabeth City, North Carolina",36.295683600000004,-76.22476970000002,United States of America
"Shawinigan, Quebec",46.5389609,-72.7467621,Canada
"New Paltz, New York",41.7464972,-74.08448940000002,United States of America
"Winthrop, Washington",48.4779232,-120.1861956,United States of America
"Fairhope, Alabama",30.507956,-87.89742922432941,United States of America
"Roseland, Virginia",37.747640600000004,-78.97585790000002,United States of America
"Wentzville, Missouri",38.8244136,-90.86831190000001,United States of America
"East Hampton, Connecticut",41.5744405,-72.49192364130434,United States of America
"Spandau, Berlin",52.5192672,13.195439000000002,Germany
"Bethlehem, Pennsylvania",40.6178915,-75.3786521,United States of America
"Lincoln, Nebraska",40.8088861,-96.70777509999999,United States of America
"Memmelsdorf-Merkendorf, Bavaria",,,
"Goochland, Virginia",37.7204342,-77.8837984,United States of America
"Maple Grove, Minnesota",45.098498299999996,-93.44192220000001,United States of America
"Frankfurt am Main, Hesse",50.1106444,8.682091699999999,Germany
"Glendale, Wisconsin",43.1352881,-87.9356423,United States of America
"Plattsburgh, New York",44.69282000000001,-73.45562,United States of America
"Coon Rapids, Minnesota",45.172892299999994,-93.30238979999999,United States of America
"El Segundo , California",33.917028,-118.4156337,United States of America
"Lloydminster, Alberta",53.27999499999999,-110.00885,Canada
"Duluth, Minnesota",,-92.1251218,
"Ottawa , Ontario",45.421106,-75.690308,Canada
"Eisenberg-Speiden, Bavaria",,,
"Bremerton, Washington",,-122.62468359999998,
"Montreal, Quebec",45.4972159,-73.61036419999998,Canada
"Harrisonburg, Virginia",38.4493315,-78.8688833,United States of America
"Fortuna, California",40.597407000000004,-124.156034,United States of America
"Athens, Georgia",33.9597677,-83.376398,United States of America
"Rock Hill, South Carolina",34.9248667,-81.02507840000001,United States of America
"Douglas, Michigan",42.6433584,-86.2005933,United States of America
"Columbus, Indiana",39.201440500000004,-85.9213796,United States of America
"Ava, Illinois",37.8883846,-89.49481690000002,United States of America
"Blaine, Minnesota",45.1607987,-93.2349489,United States of America
"Revelstoke, British Columbia",50.998045,-118.1956709,Canada
"Woburn, Massachusetts",42.479261799999996,-71.1522766,United States of America
"Hesperia, California",34.4263886,-117.3008784,United States of America
"Altenkunstadt, Bavaria",,11.2433755,
"Loveland, Colorado",40.385549,-105.04436132094955,United States of America
"Greensboro, North Carolina",36.0726355,-79.79197540000001,United States of America
"Sunriver, Oregon",43.8839966,-121.4385168,United States of America
"Conroe, Texas",30.311876899999998,-95.4560512,United States of America
"Sarasota, Florida",27.3364347,-82.5306527,United States of America
"Melton Mowbray , Leicestershire",52.7649964,-0.8875870000000001,United Kingdom
"Tarboro, North Carolina",35.89682360000001,-77.53580490000002,United States of America
"Ironwood, Michigan",46.4555673,-90.16843709999999,United States of America
"Punta Arenas, Chile",-53.162664,-70.9080552,Chile
"Fridley, Minnesota",45.0838291,-93.25903879999998,United States of America
"Hickory, North Carolina",35.7333312,,
"Minnetonka, Minnesota",44.9127229,-93.499059,United States of America
"Walnut Creek, California",37.9020731,-122.0618702,United States of America
"Ann Arbor, Michigan",42.268156899999994,-83.7312291,United States of America
"Saxapahaw, North Carolina",35.947868,-79.32073627099352,United States of America
"Waltham, Massachusetts",42.3756401,-71.2358004,United States of America
"Elephant & Castle, Greater London",51.494888399999994,-0.10057310000000001,United Kingdom
"Annandale, Minnesota",45.2627428,-94.12442709999999,United States of America
"Amsterdam, Netherlands",52.3727598,4.8936041,The Netherlands
"Springfield, Oregon",44.0462362,-123.02202890000001,United States of America
"Saco, Maine",43.5009176,-70.4428286,United States of America
"Newcastle, Maine",44.035283,-69.537277,United States of America
"Valrico, Florida",27.9484265,-82.23621545220522,United States of America
"Clayton, North Carolina",35.650711,-78.45639140000002,United States of America
"Roxboro, North Carolina",36.3937519,-78.9827881,United States of America
"Stolberg, North Rhine-Westphalia",50.7702908,6.2295504,Germany
"Easthampton, Massachusetts",42.268927399999995,-72.66880359999998,United States of America
"Garland, Texas",32.912624,-96.6388833,United States of America
"Sunderland, Tyne & Wear",54.9058512,-1.3828726999999998,United Kingdom
"Daytona Beach, Florida",29.2108147,-81.02283309999999,United States of America
"Muskegon, Michigan",43.234181299999996,-86.2483921,United States of America
"Vicksburg, Mississippi",32.3528418,-90.8777342,United States of America
"Huntersville, North Carolina",35.410845,-80.84290940000002,United States of America
"Naples, Florida",26.14219760000001,-81.7942944,United States of America
"Northampton, Massachusetts",42.323344,-72.6718895,United States of America
"Winston-Salem, North Carolina",36.0998131,-80.2440518,United States of America
"Wells, Maine",43.322181,-70.580978,United States of America
"Decatur, Georgia",30.873661300000002,-84.5740953,United States of America
"Atlantic Highlands, New Jersey",40.4078865,-74.034306,United States of America
"Waakirchen, Bavaria",47.7725619,11.672804199999998,Germany
"MIlwaukee, Wisconsin",43.0349931,-87.92249699999998,United States of America
"Telluride, Colorado",37.9374939,-107.81228519999999,United States of America
"Manhattan, Kansas",39.1836082,-96.5716694,United States of America
"Hallstadt-Dörfleins, Bavaria",49.9316104,10.8584152,Germany
"Lake Mills, Wisconsin",43.0798032,-88.9125723,United States of America
"South Natick, Massachusetts",42.2737081,-71.3161688,United States of America
"Black Mountain, North Carolina",35.6178951,-82.3212302,United States of America
"Cambridge, Massachusetts",42.3750997,-71.1056157,United States of America
"Atlantic Beach, North Carolina",34.6990505,-76.7402108,United States of America
"Wisbech, Cambridgeshire",52.6651733,0.16068239999999998,United Kingdom
"Douglassville, Pennsylvania",40.2578714,-75.72630079999998,United States of America
"Vernante, Italy",44.245027,7.533834,Italy
"Waconia, Minnesota",44.850795700000006,-93.78690879999999,United States of America
"San Pedro, California",33.7358518,-118.2922934,United States of America
"Giey-sur-Aujon, France",47.905879799999994,5.0700133,France
"Gary, Indiana",41.6021292,-87.3371372,United States of America
"Midvale, Utah",40.611058899999996,-111.8999353,United States of America
"Wellingborough, Northamptonshire",52.30189,-0.6937309,United Kingdom
"Dripping Springs, Texas",30.190206699999997,-98.0866781,United States of America
"Reno, Nevada",39.5261206,-119.81265810000001,United States of America
"Phoenix, Arizona",33.448436699999995,-112.07414170000001,United States of America
"Geiselhoering, Bavaria",48.82585,12.3935461,Germany
"Foresters Falls, Ontario",45.6806698,,
"Newport, Vermont",44.936127,,
"Stadtsteinach, Bavaria",50.1613344,11.5054549,Germany
"Elmsford, New York",41.055096899999995,-73.8201338,United States of America
"Spooner, Wisconsin",45.82284110000001,-91.8908593,United States of America
"New Brighton, Minnesota",45.0628999,-93.2060969,United States of America
"Bainbridge Island, Washington",47.6262725,-122.5209287,United States of America
"Blanco, Texas",30.241927399999998,-98.4004594,United States of America
"Shelburne, Nova Scotia",43.7639539,-65.321384,Canada
"Mogadore, Ohio",41.050775,-81.393946,United States of America
"Pastetten, Bavaria",48.1991807,11.9434246,Germany
"Congleton, Cheshire",53.1631463,-2.2110691000000005,United Kingdom
"Chattanooga, Tennessee",35.0457219,-85.3094883,United States of America
"Birmingham, Michigan",42.5467012,-83.2113192,United States of America
"Niagara Falls, Ontario",43.100983,-79.11529499999997,Canada
"Bad Füssing, Bavaria",48.3506733,13.309544099999998,Germany
"Willowbrook, Illinois",41.7697533,-87.9358931,United States of America
"Ambleside, Cumbria",54.43195400000001,-2.9630528,United Kingdom
"Augusta, Maine",44.310583,-69.779663,United States of America
"Katy, Texas",29.7857853,-95.82439559999999,United States of America
"Redding, California",40.5863563,-122.3916754,United States of America
", Quebec",52.4760892,-71.8258668,Canada
"Savannah , Georgia",32.0809263,-81.09117679999999,United States of America
"Bedford, Texas",32.844017,-97.1430671,United States of America
"Lancaster, Ohio",39.71367539999999,-82.59932940000002,United States of America
"Dallastown, Pennsylvania",39.9001109,-76.6402763,United States of America
"Fall River, Massachusetts",41.70106420000001,-71.15463670000003,United States of America
"Rougemont, Quebec",45.447365999999995,-73.06354499999998,Canada
"Bad Laasphe, North Rhine-Westphalia",50.9271541,8.4123648,Germany
"Broadway, Worcestershire",52.035382500000004,-1.8618609,United Kingdom
"Tofino, British Columbia",49.1529643,-125.90470829999998,Canada
"Kreuztal-Krombach, North Rhine-Westphalia",50.99603980000001,7.953999974339768,Germany
"Maxlrain, Bavaria",47.8994924,11.987852,Germany
"Titting, Bavaria",48.996666,11.2106102,Germany
"Stoke-on-Trent, Staffordshire",53.02596595,-2.194252919036903,United Kingdom
"Nelson, British Columbia",49.494890999999996,-117.290039,Canada
"Concord, New Hampshire",43.207178000000006,-71.537476,United States of America
"Amana, Iowa",41.8000071,-91.8707335,United States of America
"Cedar Falls, Iowa",42.527412299999995,-92.4453179,United States of America
"Des Moines, Iowa",41.5910641,-93.60371490000001,United States of America
"Fredericksburg, Texas",30.2752011,-98.8719843,United States of America
"Durango, Colorado",37.2713951,-107.8815978,United States of America
"Lubbock, Texas",33.563520600000004,-101.879336,United States of America
